record_id,paper_key,context_key,condition_key,assay_key,observable,observable_raw_label,value,value_unit,time_value,time_unit,statistic,uncertainty_type,uncertainty_value,replicate_count,normalization,normalization_reference,source_key,figure,panel,table,lane,extraction_method,quality_class,is_censored,censoring_limit,notes
shao_fig3b_bak_plc5_72h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bak,"Bak, PLC5, 72h, 5 nM dinaciclib",0.67,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_48h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 48h, 0 nM dinaciclib",1.21,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_48h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 48h, 10 nM dinaciclib",1.1,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_48h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 48h, 15 nM dinaciclib",1.32,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_48h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 48h, 5 nM dinaciclib",1.57,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_72h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 72h, 0 nM dinaciclib",1.49,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_72h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 72h, 10 nM dinaciclib",1.17,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_72h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 72h, 15 nM dinaciclib",0.8,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_huh7_72h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, HuH7, 72h, 5 nM dinaciclib",1.2,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_48h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 48h, 0 nM dinaciclib",1.15,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_48h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 48h, 10 nM dinaciclib",0.83,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_48h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 48h, 15 nM dinaciclib",0.9,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_48h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 48h, 5 nM dinaciclib",0.99,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_72h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 72h, 0 nM dinaciclib",1.06,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_72h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 72h, 10 nM dinaciclib",0.81,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_72h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 72h, 15 nM dinaciclib",0.86,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bcl_2_plc5_72h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bcl_2,"Bcl-2, PLC5, 72h, 5 nM dinaciclib",1.12,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_48h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 48h, 0 nM dinaciclib",0.26,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_48h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 48h, 10 nM dinaciclib",0.47,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_48h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 48h, 15 nM dinaciclib",0.83,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_48h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 48h, 5 nM dinaciclib",0.23,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_72h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 72h, 0 nM dinaciclib",0.22,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_72h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 72h, 10 nM dinaciclib",0.42,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_72h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 72h, 15 nM dinaciclib",0.42,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_huh7_72h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), HuH7, 72h, 5 nM dinaciclib",0.22,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_48h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 48h, 0 nM dinaciclib",0.03,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_48h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 48h, 10 nM dinaciclib",0.04,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_48h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 48h, 15 nM dinaciclib",0.07,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_48h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 48h, 5 nM dinaciclib",0.03,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_72h_0nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 72h, 0 nM dinaciclib",0.08,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_72h_10nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 72h, 10 nM dinaciclib",0.08,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_72h_15nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 72h, 15 nM dinaciclib",0.08,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_bim_l_isoform_plc5_72h_5nm,paper_PMID31561409,plc5_shao_in_vitro,plc5_shao_in_vitro__dinaciclib_5_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_bim_l_isoform,"Bim (L isoform), PLC5, 72h, 5 nM dinaciclib",0.09,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_48h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 48h, 0 nM dinaciclib",0.11,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_48h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 48h, 10 nM dinaciclib",0.15,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_48h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 48h, 15 nM dinaciclib",0.18,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_48h_5nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_5_nm_48_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 48h, 5 nM dinaciclib",0.16,relative densitometry,48.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_72h_0nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__vehicle_control_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 72h, 0 nM dinaciclib",0.23,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_72h_10nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_10_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 72h, 10 nM dinaciclib",0.51,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
shao_fig3b_cleaved_parp_1_huh7_72h_15nm,paper_PMID31561409,huh7_shao_in_vitro,huh7_shao_in_vitro__dinaciclib_15_nm_72_h_survival_signaling,shao_wb_survival_signaling,densitometry_cleaved_parp_1,"Cleaved PARP-1, HuH7, 72h, 15 nM dinaciclib",0.35,relative densitometry,72.0,h,densitometry ratio,,,,,,workbook,Figure 3,B,,,DIRECT_SOURCE,QUANTITATIVE,False,,Explicit densitometry printed directly below each lane. Mcl-1/XIAP/survivin decline consistently with dose+time; Bcl-2/Bak stay comparatively flat; Bim rises.
